prompt,command
count JSON array elements,jq '. | length' YOUR_FILE
Symlinks all of formula’s installed files into the Homebrew prefix.,brew link bash-completion
print all active readline keybindings,"bind -P | grep --fixed-strings ' can be found on ' | perl -pe 's/((?<!\\)(?:\\\\)*)\\C/\1Ctrl/g;s/((?<!\\)(?:\\\\)*)\\e/\1Esc,/g'"
sleep for 5 seconds,sleep 5
Create a new user named 'user',sudo useradd user
Monitor real‑time changes to the system log file.,tail -F /var/log/syslog
"Switch to the Git branch ""feature/login""",git checkout feature/login
Set timestamp of old_file.dat to specified timestamp.,touch -t 200510071138 old_file.dat
"Show the first 10 lines of a file named ""access.log"".",head -n 10 access.log
"Save list of groups which user $line belongs to and not matching pattern ""_unknown|sciences|everyone|netaccounts"" in 'results' variable","results=$(groups ""$line"" | tr ' ' '\n' | egrep -v ""_unknown|sciences|everyone|netaccounts"")"
Prepends date to ping output,"ping www.google.com | while read endlooop; do echo ""$(date): $endlooop""; done"
docker save an image to a file,docker save -o YOUR_OUTPUT YOUR_IMAGE
git show remote URLs,git remote -v
Generate a random 16‑character alphanumeric password and store it in the variable PASSWORD.,PASSWORD=$(tr -dc A-Za-z0-9 </dev/urandom | head -c16)
"List all files larger than 100 MB in ""/var""",find /var -type f -size +100M -exec ls -lh {} \;
git list files changed in last commit,git diff --name-only HEAD~1
Print the number of 'processors' (both physical and virtual/hypethereading cores) less 1.,cat /proc/cpuinfo | awk '/^processor/{print $3}' | tail -1
Display the current system uptime in a human‑readable format.,uptime -p
Set 644 permission to all regular files under /home/my/special/folder directory,chmod 644 `find /home/my/special/folder -type f`
"Recursively add read and execute permissions to all files and folders in ""directory""",chmod -R +xr directory
Print the hostname of the machine,hostname
delete a Kubernetes resource,kubectl delete -f manifest.yaml
List all listening TCP ports on the system,ss -tln
Display the last modification time of the file /etc/hosts in a human‑readable format.,"stat -c ""%y"" /etc/hosts"
Extract the contents of a tar archive named 'archive.tar',tar -xvf archive.tar
"Create a Bash script that reads a list of hostnames from hosts.txt, pings each concurrently (max 5 at a time), and writes reachable hosts to up.txt and unreachable to down.txt.","#!/usr/bin/env bash
sem(){
  while (( $(jobs -r | wc -l) >= $1 )); do sleep 0.1; done
}
while read -r host; do
  sem 5
  (
    if ping -c1 -W2 ""$host"" &>/dev/null; then echo ""$host"" >> up.txt; else echo ""$host"" >> down.txt; fi
  ) &
done < hosts.txt
wait"
"Remount subtree ""/usr/bin"" on ""/path/to/chroot/jail/usr/bin"" as a bind",mount --bind /usr/bin /path/to/chroot/jail/usr/bin
"Show a tree view of the current directory up to depth 2, without printing file names.",find . -maxdepth 2 -type d
"Print the first 3 fields of each line in ""data.tsv"" separated by tabs",cut -f1-3 data.tsv
"Show the total number of lines of code (excluding blank lines) in the ""src"" directory for files with extensions "".c"" and "".h""","find src -type f \( -name ""*.c"" -o -name ""*.h"" \) -exec cat {} + | grep -v '^\s*$' | wc -l"
check if a command exists,"command -v YOUR_COMMAND >/dev/null 2>&1 && echo ""installed"" || echo ""not installed"""
Download the file from https://example.com/file.zip to /tmp,curl -L -o /tmp/file.zip https://example.com/file.zip\n
"Monitor file changes in ""/etc"" in real time",inotifywait -m -r /etc
Convert the contents of 'var1' variable to lowercase,var1=`echo $var1 | tr '[A-Z]' '[a-z]'`
Searches available packages with 'mysql' and 'client' in name.,yum search mysql | grep client
Generate a random 16‑character alphanumeric password and store it in variable PASS,PASS=$(tr -dc A-Za-z0-9 </dev/urandom | head -c16)
execute command in a Kubernetes pod,kubectl exec -it pod_name -- bash
Immediately display unique entries from access.log,tail -f access.log | stdbuf -oL cut -d ' ' -f1 | uniq
Extract the contents of a zip archive,unzip archive.zip
Copy the SSH public key to a remote server,ssh-copy-id user@host
Compare the contents of two files named 'test.txt' and 'example.txt',diff test.txt example.txt
"Parse a JSON file config.json to extract the value of the key ""database.host"" and assign it to a Bash variable DB_HOST.",DB_HOST=$(jq -r '.database.host' config.json)
"Write a one‑liner that prints the number of lines, words, and characters of each .txt file in the current directory, formatted as ""filename: L lines, W words, C chars"".","for f in *.txt; do [ -e ""$f"" ] || continue; wc_output=$(wc ""$f""); set -- $wc_output; echo ""$f: $1 lines, $2 words, $3 chars""; done"
Print the number of characters in a file named 'test.txt',wc -c test.txt
Sort file names.txt alphabetically,$ sort names.txt
"Create a Bash script that monitors a directory /var/spool/print for new PDF files, converts each to PNG using ImageMagick's convert, moves the PNGs to /var/www/html/prints, and archives the original PDFs to /var/spool/print/archive with a timestamped filename.","#!/usr/bin/env bash
in_dir=/var/spool/print
out_dir=/var/www/html/prints
archive_dir=/var/spool/print/archive
inotifywait -m -e close_write --format '%w%f' ""$in_dir"" | while read file; do
  if [[ ""$file"" == *.pdf ]]; then
    base=$(basename ""$file"" .pdf)
    convert ""$file"" ""$out_dir/${base}.png""
    mv ""$file"" ""$archive_dir/${base}_$(date +%F_%T).pdf""
  fi
done"
"Print unique lines of sorted file ""b"" compared with sorted file ""a""",comm -13 a b
transform JSON data,jq 'YOUR_JQ_FILTER' YOUR_FILE
List all currently listening TCP ports,ss -tln
"Display the first 5 lines of the output of ""ls -R"" (recursive listing)",ls -R | head -n 5
"Print the current working directory's absolute path, even if a symlink",readlink -f .
Show the last reboot time of the system,who -b
Show disk usage of the /home directory in human‑readable format,du -sh /home
mount a filesystem /dev/sdb1 to /mnt/usb,sudo mount /dev/sdb1 /mnt/usb
Show lines 5 to 15 of file,"$ sed -n '5,15p' file.txt"
Export a new variable PORT=3000.,export PORT=3000
Display the IP address of the eth0 interface using ip command.,ip -4 addr show dev eth0 | grep -oP '(?<=inet\s)\d+(\.\d+){3}'
Create a new gzip archive of a file named 'file.txt',gzip file.txt
Create nested directories,mkdir -p reports/2024/june
"Count how many times the word ""TODO"" appears in all source files (*.c, *.h)","grep -roh ""TODO"" *.c *.h | wc -l"
helm upgrade a release myrelease from mychart/,helm upgrade myrelease mychart/
"Compress a directory named project/ into a zip file named project.zip, preserving the directory structure.",zip -r project.zip project/
create an archive using pbzip2 as a compress program,tar -I pbzip2 -cf OUTPUT_FILE.tar.bz2 paths_to_archive
show epoch time,date +%s
Check the disk usage of the current directory,du -sh
"List the last 5 git commits that modified the file src/main.c, showing only the commit hash and author email.","git log -n 5 --pretty=format:""%h %ae"" -- src/main.c"
Start a new process in the background,command &
"Add ""prefix_"" to every non-blank line in ""a.txt""","nl -s ""prefix_"" a.txt | cut -c7-"
switch Terraform workspace,terraform workspace select workspace_name
"Display the last modification time of the file ""script.sh"" in a human‑readable format.","stat -c ""%y"" script.sh"
Installs locally located 'ffmpeg-2.6.4-1.fc22.x86_64.rpm' package.,yum install ffmpeg-2.6.4-1.fc22.x86_64.rpm
"Extract the third column from a tab‑separated values file data.tsv and sort it numerically, removing duplicates.",cut -f3 data.tsv | sort -n | uniq
list GCP storage buckets,gsutil ls
use parallel to process files concurrently,"find . -name ""*.csv"" | parallel gzip"
"Set the environment variable APP_ENV to ""production"" for the current session.",export APP_ENV=production
run multiple commands regardless of success,command1; command2
"Extract all IPv6 addresses from /etc/hosts, sort them uniquely, and write them to /etc/ipv6_hosts sorted numerically.","grep -Eo '([0-9a-fA-F]{0,4}:){2,7}[0-9a-fA-F]{0,4}' /etc/hosts | sort -u -V > /etc/ipv6_hosts"
run make to build a project,make
"Run the command ""make"" and capture both stdout and stderr to ""build.log""",make > build.log 2>&1
kubernetes create a secret mysecret with password s3cr3t,kubectl create secret generic mysecret --from-literal=password=s3cr3t
Reports count of processors in system.,"grep ""^core id"" /proc/cpuinfo | sort -u | wc -l"
"Count how many times the string ""TODO"" appears in all "".py"" files recursively from the current directory.","grep -roh ""TODO"" ./**/*.py | wc -l"
"Display system information: kernel name, hostname, kernel release and version, machine architecture, processor type, hardware platform, and operating system type.",uname -a
Show the number of active network connections,netstat -tun | grep ESTABLISHED | wc -l
"Print each line in ""f1"" and ""f2"" separated by a space and ""f3"" separated by a tab","paste <(paste -d"" "" f1 f2) f3"
show process IO usage,iotop
sort the contents of names.txt alphabetically,sort names.txt
"Create a Bash script that monitors the size of /var/log/messages, and if it exceeds 100 MiB, rotates it by moving to /var/log/messages.1, compresses the old file with gzip, and restarts rsyslog.","#!/usr/bin/env bash
max=$((100*1024*1024))
size=$(stat -c%s /var/log/messages)
if [ $size -gt $max ]; then
  mv /var/log/messages /var/log/messages.1
  gzip /var/log/messages.1
  systemctl restart rsyslog
fi"
rename files replacing spaces with underscores,rename 's/ /_/g' *
"Replace the first occurrence of ""foo"" with ""bar"" on each line of file.txt, editing the file in place.","sed -i '0,/foo/{s/foo/bar/}' file.txt"
"Write a one‑liner that backs up MySQL database ""sales"" to a gzipped file named with the current date, and logs the duration.","START=$(date +%s); mysqldump sales | gzip > /backups/sales_$(date +%Y%m%d).sql.gz; END=$(date +%s); echo ""Backup took $((END-START)) seconds"" >> /var/log/mysql_backup.log"
convert a markdown file document.md to PDF document.pdf,pandoc document.md -o document.pdf
update shared library cache,sudo ldconfig
List all running services,service --status-all
run docker container with port mapping,docker run -p 8080:80 myimage
List all files in the current directory that are larger than 10 KB,find . -type f -size +10k
Show the routing table,ip route show
Show the IPv4 address of the eth0 interface.,ip -4 addr show dev eth0 | grep -oP '(?<=inet\s)\d+(\.\d+){3}'
Show the current git status in a short format.,git status -s
Show a summary of disk usage for each mounted filesystem,df -h
"Filter the JSON array in ""data.json"" to show objects where ""status"" is ""active""","jq '.[] | select(.status==""active"")' data.json"
List all Docker containers (both running and stopped),docker ps -a
run Gradle tests,./gradlew test
Start a new SSH session,ssh user@host
remove a kernel module,sudo modprobe -r YOUR_MODULE
commit changes with a message,"git commit -m ""initial commit"""
"Start a Docker container from the image ""nginx:latest"", map host port 8080 to container port 80, and name it ""mynginx"".",docker run -d -p 8080:80 --name mynginx nginx:latest
"Create a command that extracts all function definitions from a Bash script myscript.sh, including their names and line numbers, and outputs them in the format: line_number:function_name",grep -n '^\s*\(function\s\+\)?[a-zA-Z_][a-zA-Z0-9_]*\s*\(\)\s*{' myscript.sh | sed -E 's/^([0-9]+):\s*(function\s+)?([a-zA-Z_][a-zA-Z0-9_]*)\s*\(\).*/\1:\3/'
Changes the group of defined file.,chgrp
measure website response time,"curl -s -o /dev/null -w ""Connect: %{time_connect}s\nTTFB: %{time_starttransfer}s\nTotal: %{time_total}s\n"" YOUR_URL"
check the status of a git repository,git status
Create a tar archive of all regular files modified in the last 24 hours,tar cvf - `find . -mtime -1 -type f -print` > $archive.tar
"Extract the second column from a CSV file data.csv and save it to column2.txt, assuming commas as separators.","cut -d',' -f2 data.csv > column2.txt"
invoke an AWS Lambda function,aws lambda invoke --function-name myfunction output.json
find and remove empty directories,find . -type d -empty -delete
Display the size of each subdirectory in the current directory in human readable form,du -h --max-depth=1
Schedule a system shutdown in 15 minutes with a custom message.,"sudo shutdown +15 ""System will shut down in 15 minutes"""
Show the total number of CPU cores available on the machine.,nproc
"Create a hard link to the file ""report.pdf"" named ""report_link.pdf"" in the same directory.",ln report.pdf report_link.pdf
Show the current shell's options (set -o).,shopt
Replace all occurrences of 'foo' with 'bar' in config.cfg (in‑place),sed -i 's/foo/bar/g' config.cfg
Print the current environment variables in alphabetical order.,printenv | sort
"Append the current timestamp to the file ""run.log""",date '+%Y-%m-%d %H:%M:%S' >> run.log
"Create a Bash function called json_pretty that reads a compact JSON string from stdin and outputs a pretty‑printed version using jq, handling invalid JSON gracefully.",json_pretty(){ if jq . >/dev/null 2>&1; then jq .; else echo 'Invalid JSON' >&2; return 1; fi; }
Show the current git remote URLs,git remote -v
"Make directory ""temp""",mkdir temp
Search for a pattern in a file named 'example.txt' using ack,ack pattern example.txt
Show the current environment variables in alphabetical order.,printenv | sort
Check the status of the sshd service,systemctl status sshd
"Upload ""data.json"" to an SFTP server ""sftp.example.com"" as user ""admin""",sftp admin@sftp.example.com <<< $'put data.json'
list GCP compute instances,gcloud compute instances list
show all logical volumes,sudo lvdisplay
"Write a script that monitors the size of /var/lib/mysql, and when it exceeds 80% of the available disk space on its partition, automatically creates a compressed snapshot of the database directory (excluding .ibd files) and uploads it to an S3 bucket using awscli, then sends a summary email via mailx.","#!/usr/bin/env bash
mountpoint=$(df /var/lib/mysql | tail -1 | awk '{print $6}')
avail=$(df ""$mountpoint"" | tail -1 | awk '{print $4}')
used=$(du -s /var/lib/mysql | awk '{print $1}')
if (( used * 100 / avail > 80 )); then
  snap=""/tmp/mysql_snapshot_$(date +%Y%m%d_%H%M%S).tar.gz""
  tar --exclude='*.ibd' -czf ""$snap"" -C /var/lib mysql
  aws s3 cp ""$snap"" s3://my-backup-bucket/mysql/ --storage-class STANDARD_IA
  echo ""MySQL snapshot uploaded: $snap"" | mailx -s ""MySQL Disk Usage Alert"" admin@example.com
  rm -f ""$snap""
fi"
"Show the size of each subdirectory in the current directory, sorted by size",du -sh */ | sort -h
"Monitor /var/log/auth.log in real time, count failed SSH login attempts per IP in the last 10 minutes, and output the top 3 offending IPs.","awk '/Failed password/ && $1 > strftime(""%b %d %H:%M:%S"", systime()-600) {print $11}' /var/log/auth.log | sort | uniq -c | sort -nr | head -n 3"
Display the contents of a file named 'example.txt',cat example.txt
Delete all shared memory and semaphores for the current user on linux,"ipcs -a | nawk -v u=`whoami` '$5==u &&(($1==""m"" && $9==0)||($1==""s"")){print ""ipcrm -""$1,$2,"";""}' | /bin/sh"
"Make directory ""aaa""",mkdir aaa
Show the top 10 processes by memory usage,ps aux --sort=-%mem | head -n 11
show Kubernetes config maps,kubectl get configmaps
"Find all files with a specific extension, and execute a command on them using find and xargs",find . -type f -name '*.txt' -print0 | xargs -0 -I {} sh -c 'echo {} && cat {} | wc -l'
"Prints calendar of $month, $year, and redirects all output to the awk script 'cal.awk', with predefined variable 'day=$day'.",cal $month $year | awk -v day=$day -f cal.awk
"Count how many times the word ""failed"" appears in ""audit.txt""","grep -o ""failed"" audit.txt | wc -l"
"Count the number of lines, words, and characters in report.md",wc report.md
Display the current IP address(es) of the machine (IPv4 only).,ip -4 addr show | grep -oP '(?<=inet\s)\d+(\.\d+){3}'
interleave lines from two files,paste -d '\n' file1.txt file2.txt
Change the priority of a process with PID '1234' to '10',renice 10 -p 1234
"Synchronize ""/path/to/dir_a"" with files in ""/path/to/dir_b/"" if the files are newer",rsync -rtuv /path/to/dir_b/* /path/to/dir_a
Create a symbolic link named 'latest' pointing to the file 'release_v2.3.tar.gz'.,ln -s release_v2.3.tar.gz latest
"Search for the word ""ERROR"" (case‑insensitive) in all log files under /var/log and show line numbers.","grep -i -n ""ERROR"" /var/log/*.log"
show memory module information,sudo dmidecode -t memory
"Create a file named ""empty.txt"" if it does not exist, without modifying it if it does",touch empty.txt
Display the last 3 entries of the system journal,journalctl -n 3
"Display the first and last 5 lines of the file large.txt side by side, separated by a tab.",paste <(head -n5 large.txt) <(tail -n5 large.txt)
"Join strings from 'file1' and 'file2', discarding excessive strings from largest file, and printing first, second and third space-separated field from first file, and third and fourth field from second file as a join result","join -o 1.2,1.3,2.4,2.5,1.4 <(cat -n file1) <(cat -n file2)"
show the current date and time,date
print apparent size rather than disk usage,du -B1 --apparent-size /tmp/foo.txt
List all files larger than 100 MB in /var/log.,find /var/log -type f -size +100M -exec ls -lh {} +
Show the total number of lines across all *.py files in the src/ directory.,"find src/ -name ""*.py"" -exec cat {} + | wc -l"
Extract the archive data.tar.bz2 into the current directory,tar -xjvf data.tar.bz2
Replace all occurrences of 'foo' with 'bar' in file.txt and save changes in-place,sed -i 's/foo/bar/g' file.txt
"Write a one‑liner that watches for new Docker containers starting, extracts their container ID and image name, and appends a JSON line to /var/log/docker_start.log.","docker events --filter 'event=start' --format '{{json .}}' | while read ev; do cid=$(echo ""$ev"" | jq -r '.id'); img=$(echo ""$ev"" | jq -r '.from'); echo ""{\""timestamp\"":\""$(date -Iseconds)\"",\""container_id\"":\""$cid\"",\""image\"":\""$img\""}"" >> /var/log/docker_start.log; done"
Find all .py files modified in the last 2 days.,"find . -type f -name ""*.py"" -mtime -2"
Kill all processes owned by a user called 'example',pkill -u example
transfer files with SFTP,sftp YOUR_USER@YOUR_SERVER
docker list networks,docker network ls
"Connect to port 1234 of specified IP address or hostname as ssh user ""user"", and copy all visible files in /var/www/mywebsite/dumps/ on this host to local directory /myNewPathOnCurrentLocalMachine - this directory must already exist on local host.",scp -P 1234 user@[ip address or host name]:/var/www/mywebsite/dumps/* /var/www/myNewPathOnCurrentLocalMachine
"Create a one‑liner that extracts all URLs from a set of HTML files in /var/www/html, normalizes them (removing query strings and fragments), deduplicates, and writes to urls.txt.","grep -hoE 'href=""[^""]+""' /var/www/html/*.html | sed -E 's/href=""([^?#]+).*/\1/' | sort -u > urls.txt"
show Terraform providers,terraform providers
Create a new user named 'newuser' with a home directory,useradd -m newuser
write a here document to a file,"cat <<EOF > config.txt
setting1=value1
setting2=value2
EOF"
Rename all *company* files/directories under current directory to *nemcompany* files/directories,"for f in `find -name '*company*'` ; do mv ""$f"" ""`echo $f | sed s/company/nemcompany/`"" ; done"
"Write a Bash one‑liner that reads a list of package names from packages.txt, checks if each is installed via dpkg, installs missing ones with apt-get (non‑interactive), and writes a summary report to install_report.txt.","while read pkg; do dpkg -s ""$pkg"" &>/dev/null && echo ""$pkg already installed"" || { apt-get install -y ""$pkg"" >/dev/null 2>&1 && echo ""$pkg installed"" || echo ""$pkg failed""; } done < packages.txt > install_report.txt"
"Replace spaces with tabs in the file ""data.csv"" and save the result to ""data.tsv"".",tr ' ' '\t' < data.csv > data.tsv
"List all files, including hidden ones, in long format sorted by modification time",ls -la --sort=time
show network IO statistics,sar -n DEV 1 5
Copy the entire project directory to a backup location preserving attributes,cp -a project/ /backup/project/
"Recursively change owner to ""www-data"" of ""/var/www/.gnome2"", ""/var/www/.config"", and ""/var/www/.config/inkscape""",chown -R www-data /var/www/.gnome2 /var/www/.config /var/www/.config/inkscape
use dd to create a bootable USB from image.iso to /dev/sdb,sudo dd if=image.iso of=/dev/sdb bs=4M status=progress
Create a new Git branch named feature/login from the current HEAD and switch to it.,git checkout -b feature/login
Delete the file 'file1',rm file1
"Find all symbolic links in ""/usr/local"" that are broken",find /usr/local -xtype l
Kill all processes with the name 'example',pkill example
Finds all folders that contain 'ssh' file and have 'bin' in path.,dirname `find / -name ssh | grep bin`
Rename all JPEGs to lowercase,"for f in *.JPEG; do mv ""$f"" ""${f%.JPEG}.jpeg""; done"
find files matching multiple patterns,"find . \( -name ""*.py"" -o -name ""*.js"" \)"
Show the current process tree with PIDs,pstree -p
List all currently loaded kernel modules,lsmod
Find the difference between two files 'file1' and 'file2',diff file1 file2
"Immediately terminate all processes whose command or arguments match ""myProcessName""",ps -ef | grep myProcessName | grep -v grep | awk '{print $2}' | xargs kill -9
"Recursively replace all occurrences of the string ""fooBar"" with ""bazQux"" in .conf files under /etc, but create a backup of each file with extension .orig before modifying","find /etc -type f -name ""*.conf"" -print0 | xargs -0 -I{} sh -c '\
  cp ""{}"" ""{}.orig"" && sed -i ""s/fooBar/bazQux/g"" ""{}""'"
"Search all *.conf files for lines containing the word ""Password"", mask the actual password value (anything after the first = sign) with ""*****"", and write the masked files to /tmp/masked_conf preserving directory hierarchy.","find . -type f -name '*.conf' -print0 | while IFS= read -r -d '' f; do dest=""/tmp/masked_conf${f}""; mkdir -p ""$(dirname ""$dest"")""; sed 's/\(Password[^=]*=\).*/\1***** /' ""$f"" > ""$dest""; done"
Display the manual of a command named 'command',man command
"Write a Bash script that monitors CPU usage every 5 seconds, logs timestamps where usage exceeds 80% into /var/log/high_cpu.log, and sends an email alert after 3 consecutive high‑usage readings.","#!/usr/bin/env bash
consec=0
while true; do
  usage=$(mpstat 1 1 | awk '/Average/ {print 100 - $NF}')
  ts=$(date '+%Y-%m-%d %H:%M:%S')
  if (( $(echo ""$usage > 80"" | bc -l) )); then
    echo ""$ts CPU $usage%"" >> /var/log/high_cpu.log
    ((consec++))
    if ((consec>=3)); then
      mail -s ""High CPU Alert"" admin@example.com <<EOF
CPU usage exceeded 80% for 3 consecutive checks.
Last reading: $ts ($usage%)
EOF
      consec=0
    fi
  else
    consec=0
  fi
  sleep 5
done"
append text to the end of a file,"echo ""new line"" >> file.txt"
convert CSV to JSON,"python3 -c ""import csv,json; print(json.dumps(list(csv.DictReader(open('data.csv')))))"""
Check the syntax of an nginx configuration file,nginx -t -c /etc/nginx/nginx.conf
Kill a running screen session,screen -X -S SCREENID kill
Print received input to the terminal,tee
Display the free disk space,df -h
"Check if the command ""git"" exists in the PATH","command -v git >/dev/null && echo ""git is installed"" || echo ""git not found"""
Find all files larger than 500 MB in /var and write their paths to large_files.txt.,find /var -type f -size +500M > large_files.txt
Extract the archive backup.tar.gz into the current directory,tar -xzf backup.tar.gz
"Write a Bash command that lists all users on the system whose home directories are larger than 5 GB, showing username and size in human‑readable format, sorted descending.","while IFS=: read -r user _ _ _ _ home _; do
  [ -d ""$home"" ] || continue
  size=$(du -sh ""$home"" 2>/dev/null | cut -f1)
  bytes=$(du -sb ""$home"" 2>/dev/null | cut -f1)
  if (( bytes > 5*1024*1024*1024 )); then
    printf ""%s\t%s\n"" ""$user"" ""$size""
  fi
done < /etc/passwd | sort -k2 -hr"
Lists all subdirectories in current directory with a trailing slash,ls -d ./*/                     ### more reliable BSD ls
Print the content of a file named 'example.txt',cat example.txt
"Create a tar archive of all files modified in the last 24 hours under /home, but exclude any .tmp files, and stream it directly to a remote server via SSH without creating an intermediate file","find /home -type f -mtime -1 ! -name ""*.tmp"" -print0 | \
  tar --null -czf - --files-from=- | ssh user@remote ""cat > /backups/home_$(date +%F).tar.gz"""
"Create a symbolic link in target directory ""~/newlinks"" to ""$source""","ln -s ""$source"" -t ~/newlinks"
Create a backup archive,"tar czf backup.tar.gz /var/www
(no output)"
"Create a temporary file, write ""Hello World"" into it, display its contents, and then delete it, all in one line","tmp=$(mktemp) && echo ""Hello World"" > $tmp && cat $tmp && rm $tmp"
change the priority of a running process 1234 to 10,renice 10 -p 1234
show hidden files,ls -a
List all failed system services,systemctl --failed
Count the number of lines in the current git repository,git ls-files | xargs cat | wc -l
Display the size of the /var directory in a human‑readable format,du -sh /var
Clear the system log for a service named 'example',truncate -s 0 /var/log/example.log
kill all processes by name,killall process_name
"Search for the pattern ""^ERROR"" in ""system.log"" and display line numbers","grep -n ""^ERROR"" system.log"
synchronize system clock with NTP,sudo ntpdate pool.ntp.org
continuously monitor a log file for errors,tail -f /var/log/syslog | grep -i error
"Write a Bash function called retry() that runs a given command up to 5 times with exponential backoff (1,2,4,8,16 seconds) until it succeeds, then returns the command's exit status.","retry(){ local cmd=""$*""; local delay=1; for i in {1..5}; do eval $cmd && return 0; echo ""Attempt $i failed, retrying in $delay sec...""; sleep $delay; delay=$((delay*2)); done; return 1; }"
List all available packages,apt-cache search .
delete a remote branch,git push origin --delete branch_name
list GitHub issues,gh issue list
"Write output of ""command"" to standard output and append to ""/path/to/logfile""",command | tee -a /path/to/logfile
create a simple TCP server,nc -l -p 8080
split a file into equal parts,split -n 5 largefile.txt part_
search man pages by keyword,apropos keyword
show file permissions in octal,"stat -c ""%a %n"" *"
Create a new directory named 'example',mkdir example
Create 5 empty .txt files,"echo ""a.txt b.txt c.txt d.txt z.txt"" | xargs touch"
run a command and measure its execution time,time command
Find all files with a specific extension in the current directory,find . -name '*.extension'
"Compress the directory ""logs"" into a tar.bz2 archive named ""logs.tar.bz2""",tar -cjf logs.tar.bz2 logs
"Create a Bash function that accepts a git repository URL, clones it shallowly (depth 1), runs a static analysis tool (e.g., shellcheck) on all .sh files, outputs a JSON report, and cleans up the clone.","run_static(){
  repo=""$1""
  workdir=$(mktemp -d)
  git clone --depth 1 ""$repo"" ""$workdir"" >/dev/null 2>&1
  pushd ""$workdir"" >/dev/null
  files=$(find . -type f -name ""*.sh"")
  report=$(printf '{""repo"":""%s"",""issues"":[
' ""$repo"")
  first=1
  for f in $files; do
    out=$(shellcheck -f json ""$f"" 2>/dev/null)
    if [[ -n $out ]]; then
      [[ $first -eq 0 ]] && report+="",""
      report+=""$out""
      first=0
    fi
  done
  report+=""]}""
  echo ""$report"" > /tmp/static_report.json
  popd >/dev/null
  rm -rf ""$workdir""
}"
List the most recent 10 git commits with their one‑line messages.,git log --oneline -n 10
create a compressed archive excluding a directory,tar -czf archive.tar.gz --exclude=node_modules project/
"Download ""https://s3.amazonaws.com/sampletest/sample.tar.gz"", unzip it, and untar it replacing filenames with ""old"" to ""new""","curl https://s3.amazonaws.com/sampletest/sample.tar.gz | gunzip | pax -r -s ""/old/new/"""
"Use tar to create a compressed archive of a directory, and exclude all files with the .tmp extension",tar -czf archive.tar.gz --exclude '*.tmp' directory
"Find all Docker containers that have been stopped for more than 48 hours, remove them, and log the container IDs to /var/log/docker_cleanup.log.","#!/usr/bin/env bash
docker ps -a --filter 'status=exited' --format '{{.ID}} {{.RunningFor}}' | \
  while read -r id dur; do
    if [[ ""$dur"" == *""days""* && $(echo ""$dur"" | grep -o '[0-9]\+') -ge 2 ]]; then
      docker rm ""$id"" && echo ""$(date '+%F %T') Removed $id"" >> /var/log/docker_cleanup.log
    fi
  done"
"Print the current user's username and home directory in one line, separated by a colon.","echo ""${USER}:${HOME}"""
show network interfaces,ifconfig
login as user YOUR_USER,su - YOUR_USER
"Monitor real‑time changes to the file ""access.log""",tail -f access.log
show system temperature,watch -n 1 sensors
Generate a random alphanumeric password of length 16 and copy it to the clipboard (Linux with xclip).,"tr -dc 'A-Za-z0-9' </dev/urandom | head -c16 | xclip -selection clipboard && echo ""Password copied to clipboard"""
"Kill all instances of ""dropbox"" owned by the current user","killall -u ""$(whoami)"" dropbox"
run a command at a specific time,"echo ""command"" | at 10:00"
Saves path to the $SCRIPT file in the SCRIPTPATH variable.,"set SCRIPTPATH=`dirname ""$SCRIPT""`"
"Print 3 newline separated ""y""s",yes | head -3
suspend the current foreground process,kill -STOP $$
Read a single sample of raw audio in the form of a number between -32768 and 32767,parec --raw --channels=1 --latency=2 | od -N2 -td2 | head -n1 | cut -d' ' -f2- | tr -d ' '
Convert a PDF file to text using pdftotext,pdftotext document.pdf
convert epoch time 1700000000 to human readable date,date -d @1700000000
Changes group ownership of 'shared' to 'Workers'.,chgrp Workers shared
Disable a system service named 'service_name' from starting at boot,systemctl disable service_name
"Create a symbolic link named ""latest"" that points to the file ""release_v2.3.tar.gz"".",ln -s release_v2.3.tar.gz latest
append output to a file and display it,"echo ""test"" | tee -a output.txt"
Run the command ls in a subshell and capture its output into a variable files,files=$(ls)
print the last field of each line in file.txt,awk '{print $NF}' file.txt
Monitor file changes in /etc in real time.,inotifywait -m -r /etc
"Replace the first occurrence of ""foo"" with ""bar"" on each line of input.txt and save to output.txt","sed '0,/foo/s//bar/' input.txt > output.txt"
Monitor real-time changes to the file access.log,tail -f access.log
"Generate a report of disk usage per user in /home, showing the top 3 users by total size, formatted as a markdown table.","du -sh /home/* 2>/dev/null | sort -hr | head -3 | awk 'BEGIN{print ""| User | Size |
|------|------|""} {printf ""| %s | %s |
"", $2, $1}'"
Create a new file named 'file.txt' with the content 'Hello World',echo 'Hello World' > file.txt
Show the last 5 git commit messages on the current branch,git log -5 --pretty=format:'%h %s'
"Create a Bash script that backs up a MySQL database named prod_db to /backups, compresses the dump with xz, and rotates backups keeping only the latest 7 archives.","#!/usr/bin/env bash
now=$(date +%F_%H-%M-%S)
mysqldump prod_db | xz > /backups/prod_db_$now.sql.xz
ls -1t /backups/prod_db_*.sql.xz | sed -e '1,7d' | xargs -d '\n' rm -f"
Find all *.txt files except for those on other file systems,"find / -name  ""*.txt"" -xdev 2> /dev/null"
use xargs to process items in parallel,cat items.txt | xargs -P YOUR_JOBS -I {} ./YOUR_SCRIPT {}
