prompt,command
"Create a Bash one‑liner that lists all mounted filesystems, shows their mount point, total size, used percentage, and flags if usage exceeds 80%, using df and column for alignment.","df -h --output=target,size,pcent | tail -n +2 | awk '{printf ""%s %s %s"", $1, $2, $3; if($3+0>80) printf "" *""; print """"}' | column -t"
"Write a command that finds all files in /var/www that have been modified in the last hour, computes their MD5 hash, and stores the mapping (filepath,hash) in a SQLite database table ""file_hashes"" (create if not exists).","sqlite3 /var/www/file_hashes.db ""CREATE TABLE IF NOT EXISTS file_hashes(path TEXT PRIMARY KEY, md5 TEXT);""
find /var/www -type f -mmin -60 -print0 | while IFS= read -r -d '' f; do
  hash=$(md5sum ""$f"" | awk '{print $1}')
  sqlite3 /var/www/file_hashes.db ""INSERT OR REPLACE INTO file_hashes(path,md5) VALUES('$(sqlite3 -quote ""$f"")','$hash');""
done"
"Using only Bash and coreutils, generate a histogram (text bar chart) of the distribution of file sizes (in MB) for all regular files under /opt, with buckets of size 10 MB (0‑9,10‑19,…).","find /opt -type f -printf ""%s\n"" | awk '{mb=int($1/1024/1024/10); count[mb]++} END {for(b in count){printf ""%02d‑%02d MB | "", b*10, b*10+9; for(i=0;i<count[b];i++) printf ""#""; print "" (""count[b]"")""}}'"
"Write a Bash function that takes a Git commit hash, lists all files changed in that commit, and for each file shows the number of added and deleted lines using git diff‑stat.","commit_stats() {
  local commit=""$1""
  git show --stat --oneline ""$commit"" | tail -n +2 | awk '{print $1, $2, $3}'
}
# Example: commit_stats a1b2c3d"
"Create a one‑liner that extracts all URLs from a set of HTML files in /var/www/html, normalizes them (removing query strings and fragments), deduplicates, and writes to urls.txt.","grep -hoE 'href=""[^""]+""' /var/www/html/*.html | sed -E 's/href=""([^?#]+).*/\1/' | sort -u > urls.txt"
"Write a Bash function that monitors a directory for new CSV files, extracts the third column, aggregates unique values, and writes the result to a JSON file using jq.","monitor_csv(){
  dir=""$1""
  out=""$2""
  inotifywait -m -e create --format ""%f"" ""$dir"" | while read file; do
    [[ ""$file"" == *.csv ]] || continue
    awk -F',' '{print $3}' ""$dir/$file"" | sort -u | jq -R -s -c 'split(""\n"")[:-1]' > ""$out""
  done
}
# Usage: monitor_csv /path/to/watch /tmp/unique_vals.json"
"Using find, xargs, and perl, replace all occurrences of the string 'TODO' with 'DONE' in every .py file under the current directory, but only in files that contain the word 'FIXME'.","find . -type f -name ""*.py"" -exec grep -Il ""FIXME"" {} + | xargs perl -pi -e 's/TODO/DONE/g'"
"Create a one‑liner that lists the top 10 IP addresses by request count from an Apache access.log, showing the count and IP, sorted descending.",awk '{print $1}' /var/log/apache2/access.log | sort | uniq -c | sort -rn | head -n 10
"Write a Bash script that reads a JSON file containing an array of URLs, downloads each with curl (max 3 concurrent downloads), saves them to /tmp/downloads, and logs any failures to errors.log.","#!/usr/bin/env bash
json_file=""urls.json""
mkdir -p /tmp/downloads
jq -r '.[]' ""$json_file"" | xargs -P3 -I{} bash -c 'curl -sf ""{}"" -o ""/tmp/downloads/$(basename {})"" || echo ""Failed: {}"" >> errors.log'"
"Generate a command that finds all empty regular files larger than 1 KB (i.e., size 0 but allocated blocks), deletes them, and logs the deleted paths to /var/log/empty_files.log.",find / -type f -size 0c -size +1k -print -delete >> /var/log/empty_files.log 2>/dev/null
"Using sed and awk, transform a CSV file (comma‑separated) where the second column is a date in DD/MM/YYYY format into ISO‑8601 (YYYY‑MM‑DD) and output to a new file.","awk -F',' 'BEGIN{OFS="",""} {split($2,d,""/""); $2=sprintf(""%04d-%02d-%02d"",d[3],d[2],d[1]); print}' input.csv > output.csv"
"Write a Bash one‑liner that monitors CPU usage every 5 seconds, writes the timestamp and load average to /var/log/cpu_monitor.log, and sends an email alert if load > 4.0.","while :; do load=$(awk '{print $1}' /proc/loadavg); ts=$(date '+%Y-%m-%d %H:%M:%S'); echo ""$ts Load:$load"" >> /var/log/cpu_monitor.log; (( $(echo ""$load > 4.0"" | bc -l) )) && echo ""High load $load at $ts"" | mail -s ""CPU Alert"" admin@example.com; sleep 5; done"
"Create a Bash function that accepts a directory path, finds all JPEG images larger than 5 MB, creates a thumbnail (200 px width) using ImageMagick, stores thumbnails in a .thumbs subdirectory preserving hierarchy, and logs actions.","generate_thumbs(){
  src=""$1""
  dst=""$src/.thumbs""
  mkdir -p ""$dst""
  find ""$src"" -type f -iname ""*.jpg"" -size +5M | while read img; do
    rel=${img#""$src/""}
    thumb_dir=""$dst/$(dirname ""$rel"")""
    mkdir -p ""$thumb_dir""
    convert ""$img"" -thumbnail 200 ""$thumb_dir/$(basename ""$img"")""
    echo ""Created thumbnail for $img"" >> ""$dst/thumbs.log""
  done
}
# Usage: generate_thumbs /path/to/photos"
"Write a command that extracts all JSON objects from a mixed‑content log file, pretty‑prints them with jq, and writes to json_output.txt, ignoring malformed lines.",grep -o '{[^}]*}' mixed.log | jq -c . 2>/dev/null > json_output.txt
"Using a combination of ps, grep, and awk, list the PID, user, and command of all processes consuming more than 100 MB RSS, sorted by memory usage descending.","ps -eo pid,user,rss,cmd --no-headers | awk '$3>102400 {print $1,$2,$3,$4}' | sort -k3 -nr"
"Create a Bash one‑liner that backs up all MySQL databases, compresses each dump with gzip, names them with the DB name and date, and stores them in /backup/mysql, removing backups older than 30 days.","for db in $(mysql -Nse 'show databases'); do mysqldump ""$db"" | gzip > ""/backup/mysql/${db}_$(date +%F).sql.gz""; done && find /backup/mysql -name ""*.gz"" -mtime +30 -delete"
"Write a script that reads a list of usernames from users.txt, checks if each user exists on the system, creates the user if missing with a random password, forces password change on first login, and logs actions.","#!/usr/bin/env bash
while read user; do
  if id ""$user"" &>/dev/null; then
    echo ""User $user already exists"" >> user_mgmt.log
  else
    pass=$(openssl rand -base64 12)
    useradd -m -p ""$(openssl passwd -1 $pass)"" ""$user""
    chage -d 0 ""$user""
    echo ""Created $user with password $pass"" >> user_mgmt.log
  fi
done < users.txt"
"Generate a command that finds all symbolic links under /etc that are broken, replaces each with a copy of the target file if it exists elsewhere, otherwise deletes the link, and logs actions.","find /etc -xtype l | while read link; do target=$(readlink -f ""$link""); if [[ -e ""$target"" ]]; then cp -a ""$target"" ""$(dirname ""$link"")/$(basename ""$target"")"" && echo ""Replaced $link with copy of $target"" >> /var/log/link_fix.log; else rm -f ""$link"" && echo ""Removed broken link $link"" >> /var/log/link_fix.log; fi; done"
"Write a Bash one‑liner that monitors a log file for the keyword 'ERROR', prints the last 5 lines of context, and sends an SMS via Twilio when a new error appears.","tail -F /var/log/app.log | grep --line-buffered -i ""ERROR"" | while read line; do context=$(tail -n5 /var/log/app.log); curl -X POST https://api.twilio.com/2010-04-01/Accounts/ACXXXXX/Messages.json \
  -u ACXXXXX:your_auth_token \
  -d Body=""New error detected:\n$line\nContext:\n$context"" \
  -d From=+1234567890 -d To=+1987654321; done"
"Create a Bash function that accepts a git repository URL, clones it shallowly (depth 1), runs a static analysis tool (e.g., shellcheck) on all .sh files, outputs a JSON report, and cleans up the clone.","run_static(){
  repo=""$1""
  workdir=$(mktemp -d)
  git clone --depth 1 ""$repo"" ""$workdir"" >/dev/null 2>&1
  pushd ""$workdir"" >/dev/null
  files=$(find . -type f -name ""*.sh"")
  report=$(printf '{""repo"":""%s"",""issues"":[
' ""$repo"")
  first=1
  for f in $files; do
    out=$(shellcheck -f json ""$f"" 2>/dev/null)
    if [[ -n $out ]]; then
      [[ $first -eq 0 ]] && report+="",""
      report+=""$out""
      first=0
    fi
  done
  report+=""]}""
  echo ""$report"" > /tmp/static_report.json
  popd >/dev/null
  rm -rf ""$workdir""
}
# Usage: run_static https://github.com/user/repo.git"
"Write a command that extracts all IPv4 addresses from a large text file, counts occurrences, and outputs the top 5 most frequent IPs.","grep -Eo '([0-9]{1,3}\.){3}[0-9]{1,3}' bigfile.txt | sort | uniq -c | sort -rn | head -n5"
"Using find, tar, and openssl, create an encrypted archive of all files in /etc modified in the last week, naming the archive with the current date, and store it in /secure_backups.","archive=""/secure_backups/etc_$(date +%F).tar.gz.enc""
find /etc -type f -mtime -7 -print0 | tar --null -czf - --files-from - | openssl enc -aes-256-cbc -salt -out ""$archive"" -pass pass:MyStrongPass"
"Write a Bash one‑liner that watches a directory for new .log files, tails the last 20 lines of each new file, and appends them to a central aggregated.log, ensuring no duplicate lines.","inotifywait -m -e create --format ""%w%f"" /var/log/watchdir | while read file; do [[ ""$file"" == *.log ]] && tail -n20 ""$file"" >> /var/log/aggregated.log && sort -u -o /var/log/aggregated.log /var/log/aggregated.log; done"
"Create a script that reads a CSV of hostnames and ports, checks each with nc for reachability, outputs a JSON array of reachable hosts, and logs failures.","#!/usr/bin/env bash
input=""hosts.csv""
result='[\n'
first=1
while IFS=, read -r host port; do
  if nc -z -w3 ""$host"" ""$port""; then
    [[ $first -eq 0 ]] && result+="",\n""
    result+=""  {\""host\"": \""$host\"", \""port\"": $port}""
    first=0
  else
    echo ""Failed: $host:$port"" >> reach_fail.log
  fi
done < ""$input""
result+='\n]'
echo -e ""$result"" > reachable.json"
"Write a Bash one‑liner that prints the total size of all files owned by each user in /home, sorted descending.","find /home -type f -printf ""%u %s\n"" | awk '{arr[$1]+=$2} END{for(u in arr) printf ""%s %s\n"", u, arr[u]}' | sort -k2 -nr"
"Generate a command that uses ffmpeg to batch‑convert all .avi videos in a directory to .mp4 with H.264 codec, preserving original filenames, and logs conversion time for each file.","for f in *.avi; do start=$(date +%s); ffmpeg -i ""$f"" -c:v libx264 -preset medium -crf 23 ""${f%.avi}.mp4"" && end=$(date +%s) && echo ""$f converted in $((end-start)) seconds"" >> conversion.log; done"
"Write a Bash function that accepts a PID, monitors its open file descriptors every second, writes a CSV of timestamp, FD count, and total bytes read/written to /tmp/fd_monitor.csv, and stops when the process exits.","monitor_fds(){
  pid=$1
  echo ""timestamp,fd_count,bytes_read,bytes_written"" > /tmp/fd_monitor.csv
  while kill -0 $pid 2>/dev/null; do
    ts=$(date +%s)
    fd=$(ls /proc/$pid/fd | wc -l)
    io=$(cat /proc/$pid/io 2>/dev/null || echo -e ""read_bytes: 0\nwrite_bytes: 0"")
    read_bytes=$(echo ""$io"" | awk -F': ' '/read_bytes/ {print $2}')
    write_bytes=$(echo ""$io"" | awk -F': ' '/write_bytes/ {print $2}')
    echo ""$ts,$fd,$read_bytes,$write_bytes"" >> /tmp/fd_monitor.csv
    sleep 1
  done
}
# Usage: monitor_fds 1234"
"Create a one‑liner that extracts all URLs from an HTML file, filters out those ending with .pdf, and downloads the remaining files concurrently (max 5 at a time) to ./downloads.","grep -Eo '(http|https)://[^""'\> ]+' page.html | grep -v '\.pdf$' | xargs -n1 -P5 -I{} curl -s -O ""{}"" -C - -o ./downloads/$(basename {})"
"Write a Bash script that rotates logs: compresses logs older than 7 days with gzip, moves them to /var/log/archive, and creates a new empty log file with the same name, preserving permissions.","#!/usr/bin/env bash
logdir=""/var/log""
archive_dir=""/var/log/archive""
mkdir -p ""$archive_dir""
find ""$logdir"" -type f -name ""*.log"" -mtime +7 | while read log; do
  perm=$(stat -c %a ""$log"")
  gzip -c ""$log"" > ""$archive_dir/$(basename ""$log"").gz""
  chmod $perm ""$archive_dir/$(basename ""$log"").gz""
  : > ""$log""
  chmod $perm ""$log""
  echo ""Rotated $log"" >> ""$logdir/rotate.log""
 done"
"Generate a command that lists all Docker containers that have been stopped for more than 24 hours and removes them, logging the container IDs to /var/log/docker_cleanup.log.","docker ps -a --filter ""status=exited"" --filter ""until=24h"" --format ""{{.ID}}"" | while read cid; do docker rm ""$cid"" && echo ""$cid removed at $(date)"" >> /var/log/docker_cleanup.log; done"
"Write a Bash one‑liner that reads a list of package names from packages.txt, checks if each is installed via dpkg, installs missing ones with apt-get (non‑interactive), and writes a summary report to install_report.txt.","while read pkg; do dpkg -s ""$pkg"" &>/dev/null && echo ""$pkg already installed"" || { apt-get install -y ""$pkg"" >/dev/null 2>&1 && echo ""$pkg installed"" || echo ""$pkg failed""; } done < packages.txt > install_report.txt"
"Create a command that uses awk to parse /proc/meminfo, calculates total used memory percentage, and prints a warning if usage exceeds 85 %.","awk '/MemTotal/ {total=$2} /MemAvailable/ {avail=$2} END {used=total-avail; perc=used/total*100; printf ""Memory Used: %.2f%%\n"", perc; if (perc>85) print ""WARNING: High memory usage!""}' /proc/meminfo"
"Find all .log files modified in the last 48 hours, compress them into a tar.gz archive named logs_$(date +%F).tgz, and upload it via curl to a remote server with basic auth.","#!/usr/bin/env bash
# Locate recent logs, archive, and upload
find /var/log -type f -name ""*.log"" -mtime -2 \
    -print0 | tar --null -czf ""logs_$(date +%F).tgz"" --files-from=-
curl -u ""user:password"" -X POST -F ""file=@logs_$(date +%F).tgz"" https://example.com/upload"
"List the top 10 IP addresses accessing the Apache access log, sorted by request count, and output the result as a JSON array of objects with fields ""ip"" and ""hits"".","#!/usr/bin/env bash
awk '{print $1}' /var/log/apache2/access.log | sort | uniq -c | sort -nr | head -10 \
    | awk '{print ""{\""ip\"": \""""$2""\"", \""hits\"": ""$1""}""}' \
    | jq -s '.'"
"Create a Bash function called rotate_logs that rotates logs in /var/log/myapp/, keeping the last 7 compressed archives and deleting older ones. The function should be safe to run via cron.","#!/usr/bin/env bash
rotate_logs(){
    local dir=""/var/log/myapp""
    local prefix=""myapp.log""
    local timestamp=$(date +%Y%m%d%H%M%S)
    if [[ -f ""$dir/$prefix"" ]]; then
        mv ""$dir/$prefix"" ""$dir/${prefix}.$timestamp""
        gzip ""$dir/${prefix}.$timestamp""
    fi
    # Keep only the 7 most recent .gz files
    ls -1t ""$dir/${prefix}.""*.gz | tail -n +8 | xargs -r rm -f
}
# Example usage: rotate_logs"
"Parse a JSON file config.json, extract the value of ""server.port"", increment it by 1000, and write the updated JSON back to the same file using jq.","#!/usr/bin/env bash
jq '.""server"".port += 1000' config.json > config.json.tmp && mv config.json.tmp config.json"
"Monitor CPU usage every 5 seconds for 1 minute, calculate the average usage, and send an email alert if the average exceeds 80%. Use only standard Linux tools.","#!/usr/bin/env bash
avg=$(for i in {1..12}; do top -bn1 | grep ""%Cpu"" | awk -F',' '{print $1}' | awk '{print $2}'; sleep 5; done | awk '{sum+=$1} END {print sum/NR}')
if (( $(echo ""$avg > 80"" | bc -l) )); then
    echo ""Average CPU usage $avg% exceeds threshold"" | mail -s ""CPU Alert"" admin@example.com
fi"
"Find all executable files under /opt/scripts that have been modified in the last week, and run them in parallel (max 4 at a time) while logging stdout and stderr to separate files in /var/log/script_runs/.","#!/usr/bin/env bash
mkdir -p /var/log/script_runs
find /opt/scripts -type f -executable -mtime -7 -print0 |
    xargs -0 -n1 -P4 -I{} bash -c '{ script=""{}""; logfile=""/var/log/script_runs/$(basename ""$script"").log""; errfile=""/var/log/script_runs/$(basename ""$script"").err""; ""$script"" >""$logfile"" 2>""$errfile"" }'"
"Generate a report of disk usage per user in the /home directory, sorted descending, and output as a nicely formatted table with columns USER and USAGE (in GB).","#!/usr/bin/env bash
printf ""%s\t%s\n"" ""USER"" ""USAGE(GB)""
for dir in /home/*; do
    [ -d ""$dir"" ] || continue
    user=$(basename ""$dir"")
    usage=$(du -sBG ""$dir"" | cut -f1 | tr -d 'G')
    printf ""%s\t%s\n"" ""$user"" ""$usage""
done | sort -k2 -nr"
"Create a one-liner that extracts all URLs from a large text file urls.txt, deduplicates them, validates they start with https://, and writes the result to valid_urls.txt.","#!/usr/bin/env bash
grep -oE 'https://[^ ""\'\`]*' urls.txt | sort -u > valid_urls.txt"
"Write a Bash script that reads a list of hostnames from hosts.txt, pings each host concurrently (max 10 at a time), and writes reachable hosts to reachable.txt and unreachable ones to unreachable.txt.","#!/usr/bin/env bash
mkdir -p /tmp/ping_check
> reachable.txt
> unreachable.txt
xargs -a hosts.txt -n1 -P10 -I{} bash -c '
    if ping -c1 -W1 ""{}"" &>/dev/null; then
        echo ""{}"" >> reachable.txt
    else
        echo ""{}"" >> unreachable.txt
    fi
'"
"Using find and sed, replace all occurrences of the string ""DEBUG"" with ""INFO"" in .conf files under /etc/myapp/, but only in files that have not been modified in the last 30 days.","#!/usr/bin/env bash
find /etc/myapp -type f -name ""*.conf"" -mtime +30 -print0 |
    xargs -0 -I{} sed -i 's/DEBUG/INFO/g' ""{}"""
"Create a pipeline that reads JSON lines from a file events.log, filters events where ""type"" is ""error"", extracts the ""timestamp"" and ""message"" fields, and writes them as CSV to errors.csv.","#!/usr/bin/env bash
jq -r 'select(.type==""error"") | [.timestamp, .message] | @csv' events.log > errors.csv"
"Write a Bash one-liner that lists the 5 largest files in /var/www, showing size in human readable format and full path, sorted descending.","#!/usr/bin/env bash
find /var/www -type f -exec du -h {} + | sort -hr | head -5"
"Develop a function cleanup_tmp that deletes files in /tmp older than 7 days, but excludes any .keep files, and logs each deletion to /var/log/cleanup.log with timestamp.","#!/usr/bin/env bash
cleanup_tmp(){
    local log=""/var/log/cleanup.log""
    find /tmp -type f -mtime +7 ! -name ""*.keep"" -print0 |
        while IFS= read -r -d '' file; do
            rm -f ""$file"" && echo ""$(date +'%F %T') Deleted $file"" >> ""$log""
        done
}
# Call cleanup_tmp"
"Using awk and grep, extract lines from /var/log/auth.log that contain ""Failed password"" and print the username and source IP address in the format ""user@ip"".","#!/usr/bin/env bash
grep ""Failed password"" /var/log/auth.log |
    awk -F' ' '{for(i=1;i<=NF;i++) if($i==""for"") user=$(i+1); if($i==""from"") ip=$(i+1); print user""@""ip}'"
"Write a Bash script that monitors a directory /data/incoming for new .csv files, processes each file by uploading its content via curl POST to https://api.example.com/upload, moves the processed file to /data/processed, and logs success or failure.","#!/usr/bin/env bash
in_dir=""/data/incoming""
proc_dir=""/data/processed""
log_file=""/var/log/csv_upload.log""
while true; do
    for file in ""$in_dir""/*.csv; do
        [ -e ""$file"" ] || continue
        if curl -s -X POST -F ""file=@$file"" https://api.example.com/upload; then
            echo ""$(date +'%F %T') SUCCESS $file"" >> ""$log_file""
            mv ""$file"" ""$proc_dir/""
        else
            echo ""$(date +'%F %T') FAILURE $file"" >> ""$log_file""
        fi
    done
    sleep 30
done"
Create a one-liner that lists all Docker containers that have been exited for more than 24 hours and removes them.,"#!/usr/bin/env bash
docker ps -a --filter ""status=exited"" --format ""{{.ID}} {{.RunningFor}}"" |
    awk '{if($2==""days"" && $1>24) print $1}' |
    xargs -r docker rm"
"Write a Bash function that takes a directory path as argument, computes the SHA256 checksum of every regular file inside it (recursively), and writes a manifest file checksums.sha256 with lines ""checksum  filename"" relative to the given directory.","#!/usr/bin/env bash
generate_manifest(){
    local dir=""$1""
    (cd ""$dir"" && find . -type f -exec sha256sum {} +) > ""$dir/checksums.sha256""
}
# Example: generate_manifest /opt/data"
"Using sed and perl, replace all occurrences of a placeholder {{VERSION}} in all *.conf files under /etc/service/ with the output of git describe --tags in the current repo, preserving file permissions.","#!/usr/bin/env bash
version=$(git -C /path/to/repo describe --tags)
find /etc/service -type f -name ""*.conf"" -print0 |
    xargs -0 -I{} perl -pi -e ""s/{{VERSION}}/$version/g"" ""{}"""
"Construct a pipeline that reads systemd journal entries for the last hour, filters for entries with priority ""error"", extracts the _PID and MESSAGE fields, and outputs a JSON array of objects.","#!/usr/bin/env bash
journalctl -p err --since ""1 hour ago"" -o json |
    jq -c '{pid: ._PID, message: .MESSAGE}' | jq -s '.'"
"Write a Bash one-liner that finds duplicate files (by content) under /var/backups, prints each set of duplicates as a space-separated list of file paths.","#!/usr/bin/env bash
find /var/backups -type f -exec sha1sum {} + | sort | awk 'BEGIN{prev=""""} $1==prev{print $2} $1!=prev{if(NR>1) printf ""\n""; prev=$1; printf $2"" ""}'"
"Create a script that watches for changes in /etc/nginx/conf.d/ using inotifywait, and when a change is detected, validates the Nginx configuration and reloads Nginx if valid, logging the action.","#!/usr/bin/env bash
while inotifywait -e modify,create,delete /etc/nginx/conf.d; do
    if nginx -t; then
        systemctl reload nginx && echo ""$(date +'%F %T') Reloaded Nginx"" >> /var/log/nginx_reload.log
    else
        echo ""$(date +'%F %T') Nginx config test failed"" >> /var/log/nginx_reload.log
    fi
done"
"Write a Bash command that extracts all IPv6 addresses from a log file syslog.log, counts occurrences, and displays the top 3 most frequent addresses.","#!/usr/bin/env bash
grep -oE '([0-9a-fA-F]{0,4}:){2,7}[0-9a-fA-F]{0,4}' syslog.log | sort | uniq -c | sort -nr | head -3"
"Develop a Bash function backup_mysql that dumps all MySQL databases to a timestamped .sql.gz file, encrypts it with GPG using a given recipient, and stores it in /backups/mysql/.","#!/usr/bin/env bash
backup_mysql(){
    local recipient=""$1""
    local ts=$(date +%Y%m%d%H%M%S)
    local dump=""/backups/mysql/all_$ts.sql""
    mysqldump --all-databases | gzip > ""$dump.gz""
    gpg --encrypt --recipient ""$recipient"" ""$dump.gz""
    rm -f ""$dump.gz""
}
# Example: backup_mysql ""admin@example.com"""
"Create a pipeline that reads a CSV file users.csv (fields: id,name,email), filters rows where the email domain is ""example.org"", and writes a new CSV with only id and name columns.","#!/usr/bin/env bash
awk -F',' 'BEGIN{OFS="",""} NR>1 && $3 ~ /@example\.org$/ {print $1,$2}' users.csv > filtered_users.csv"
"Write a Bash one-liner that lists all systemd services that failed to start in the last boot, showing the service name and the timestamp of the failure.","#!/usr/bin/env bash
journalctl -b -u '*service' -p err --no-pager | grep ""Failed to start"" | awk -F'[][]' '{print $2"" ""$4}'"
"Using find, locate all symbolic links under /usr/local/bin that point to non-existent files and delete them, logging each deletion to /var/log/broken_symlinks.log.","#!/usr/bin/env bash
find /usr/local/bin -type l ! -exec test -e {} \; -print0 |
    while IFS= read -r -d '' link; do
        echo ""$(date +'%F %T') Removing broken link: $link"" >> /var/log/broken_symlinks.log
        rm -f ""$link""
    done"
"Write a Bash script that reads a list of URLs from urls.txt, downloads each with curl (max 3 retries, 5 seconds timeout), saves them to /tmp/downloads preserving original filenames, and creates a summary report of successes and failures.","#!/usr/bin/env bash
mkdir -p /tmp/downloads
success=0; fail=0
while IFS= read -r url; do
    fname=$(basename ""$url"")
    if curl -m 5 --retry 3 -f -L ""$url"" -o ""/tmp/downloads/$fname""; then
        ((success++))
    else
        ((fail++))
    fi
done < urls.txt
printf ""Download summary:\nSuccessful: %d\nFailed: %d\n"" ""$success"" ""$fail"" > /tmp/download_report.txt"
"Create a one-liner that prints the total number of lines across all .py files in the current git repository, excluding test files (those ending with _test.py).","#!/usr/bin/env bash
git ls-files ""*.py"" | grep -v ""_test\.py$"" | xargs wc -l | tail -1 | awk '{print $1}'"
"Write a Bash function that takes a domain name, performs a DNS lookup for A, AAAA, MX, and TXT records using dig, and prints the results in a formatted table.","#!/usr/bin/env bash
resolve_dns(){
    local domain=""$1""
    printf ""%s\t%s\n"" ""Record"" ""Value""
    for type in A AAAA MX TXT; do
        dig +short ""$domain"" $type | while read -r line; do
            printf ""%s\t%s\n"" ""$type"" ""$line""
        done
done
}
# Example: resolve_dns example.com"
"Find all JSON files under /data, pretty‑print each with jq, and archive the pretty‑printed versions into a tar.gz named pretty_jsons.tar.gz preserving directory structure.","find /data -type f -name '*.json' -print0 | while IFS= read -r -d '' file; do jq . ""$file"" > ""${file}.pretty""; done && tar -czf pretty_jsons.tar.gz $(find /data -name '*.json.pretty')"
"Monitor CPU usage every 2 seconds for 30 seconds, calculate the average user% and system% across the interval, and display the result with two decimal places.","{ total_user=0; total_sys=0; count=0; while [ $count -lt 15 ]; do read -r _ _ _ _ user sys _ < <(top -bn1 | grep '^%Cpu'); total_user=$(echo ""$total_user + $user"" | bc); total_sys=$(echo ""$total_sys + $sys"" | bc); ((count++)); sleep 2; done; avg_user=$(echo ""scale=2; $total_user / $count"" | bc); avg_sys=$(echo ""scale=2; $total_sys / $count"" | bc); echo ""Average User%: $avg_user, System%: $avg_sys"""
"Recursively replace all occurrences of the string ""TODO"" with ""DONE"" in *.py files, but only in files that have been modified in the last 7 days.",find . -type f -name '*.py' -mtime -7 -exec sed -i 's/TODO/DONE/g' {} +
"List all processes owned by the current user that have opened network sockets, show PID, command, and the remote IP:port, sorted by remote IP.","lsof -i -nP -a -u ""$USER"" | awk 'NR>1 {print $2""\t""$1""\t""$9}' | sort -k3,3"
"Generate a CSV report of disk usage for each mounted filesystem, including mount point, total size, used, available, and usage percent, sorted by usage percent descending.","df -hP | tail -n +2 | awk -F' ' '{print $6"",""$2"",""$3"",""$4"",""$5}' | sort -t',' -k5,5r"
"Find all log files larger than 100 MiB in /var/log, compress them with gzip preserving the original timestamps, and write a summary to /tmp/compress.log.","find /var/log -type f -size +100M -print0 | while IFS= read -r -d '' f; do gzip -n ""$f"" && echo ""Compressed: $f"" >> /tmp/compress.log; done"
"Create a function `backup_dir` that takes a directory path, creates a gzipped tarball named <dirname>_$(date +%F).tar.gz in /backup, and logs the operation with timestamp to /var/log/backup.log.","backup_dir(){ dir=""$1""; base=$(basename ""$dir""); tar -czf ""/backup/${base}_$(date +%F).tar.gz"" -C ""$(dirname ""$dir"")"" ""$base"" && echo ""$(date '+%Y-%m-%d %H:%M:%S') Backed up $dir"" >> /var/log/backup.log; }"
"Using curl and jq, fetch the latest release tag of the GitHub repository ""stedolan/jq"", and clone that tag into ~/jq_latest.","tag=$(curl -s https://api.github.com/repos/stedolan/jq/releases/latest | jq -r '.tag_name'); git clone --branch ""$tag"" https://github.com/stedolan/jq.git ~/jq_latest"
"Find all symbolic links under /usr/lib that are broken, and delete them, then output the count of removed links.","count=$(find /usr/lib -xtype l -print -delete | wc -l); echo ""Removed $count broken symlinks"""
"Write a one‑liner that prints the current git branch name, the short commit hash, and whether the working tree is dirty, formatted as ""branch@hash*"" (asterisk only if dirty).","git rev-parse --abbrev-ref HEAD | awk '{printf ""%s@"", $0}'; git rev-parse --short HEAD; [ -n ""$(git status --porcelain)"" ] && echo -n ""*"" || echo"
"Search all *.conf files for lines containing the word ""Password"", mask the actual password value (anything after the first = sign) with ""*****"", and write the masked files to /tmp/masked_conf preserving directory hierarchy.","find . -type f -name '*.conf' -print0 | while IFS= read -r -d '' f; do dest=""/tmp/masked_conf${f}""; mkdir -p ""$(dirname ""$dest"")""; sed 's/\(Password[^=]*=\).*/\1***** /' ""$f"" > ""$dest""; done"
"List the 5 largest files (by size) in the user's home directory, showing size in human readable form and full path, sorted descending.","find ""$HOME"" -type f -printf '%s %p\n' | sort -rn | head -5 | numfmt --to=iec-i --suffix=B --padding=7 | awk '{print $1"" ""$2}'"
"Create a temporary named pipe, feed the output of `ps aux` into it, have a background `grep` process read from the pipe and write matching lines containing ""sshd"" to /tmp/sshd_procs, then clean up the pipe.",mkfifo /tmp/ps_pipe && (grep 'sshd' < /tmp/ps_pipe > /tmp/sshd_procs &) && ps aux > /tmp/ps_pipe && rm /tmp/ps_pipe
"Using awk, print a table of user names and the total size of files they own under /var/www, sorted by total size descending, with sizes in MB rounded to two decimals.","find /var/www -type f -printf '%u %s\n' | awk '{size[$1]+=$2} END{for(u in size) printf ""%s\t%.2f MB\n"", u, size[u]/(1024*1024)}' | sort -k2,2nr"
"Write a bash function `retry` that runs a given command up to 5 times with exponential backoff (1,2,4,8,16 seconds) until it succeeds (exit code 0).","retry(){ local cmd=(""$@""); local delay=1; for i in {1..5}; do ""${cmd[@]}"" && return 0; echo ""Attempt $i failed, retrying in $delay s""; sleep $delay; delay=$((delay*2)); done; return 1; }"
"Find all Docker containers that have been exited for more than 24 hours and remove them, then output the IDs of removed containers.","ids=$(docker ps -a --filter 'status=exited' --filter 'exited=24h' -q); [ -n ""$ids"" ] && docker rm $ids && echo ""Removed containers: $ids"" || echo ""No containers to remove"""
"Generate a SHA256 checksum file for all *.deb packages in /opt/debs, naming it checksums.sha256, and verify the checksums afterwards, printing any mismatches.",cd /opt/debs && sha256sum *.deb > checksums.sha256 && sha256sum -c checksums.sha256 | grep -v 'OK$' || echo 'All checksums verified'
